ID,Rating,Review,word_count
,4,i am very satisfied with the productthank you flipkart,9
,5,fit for our,3
,3,product is okay but customer not satisfied,7
,5,really nice product,3
,5,very useful and good metal stand,6
,5,perfect book racker ð,4
,4,im so happy thank uð,5
,4,great product good for keeping my books and stuffs,9
,5,thank you flipkart nice books rack maximum books covered,9
,5,very nice product,3
,5,i like it very much,5
,5,nice product ðð,3
,5,awesome book rack for best price,6
,5,to gud producti like itð,5
,4,very nice product,3
,5,its fantastic and my 11years daughter loved it,8
,5,the product is good,4
,5,nice product happy ð,4
,1,wasteshown in picture big but very small fitting takes difficult,10
,4,its good for light use purposes,6
,5,very good quality,3
,5,the quality is so good and so use full,9
,5,product quality is too good,5
,4,nice product ð,3
,4,good one for the price,5
,5,i m very happy,4
,4,happy me bust basement need to be strong,8
,5,nice product must buy,4
,4,thank you flipcart,3
,5,very nice and useful,4
,5,super i like it,4
,5,nice but to assemble was little difficult but beautiful product,10
,4,a good product value for money,6
,1,rods are uneven and the plastic is not durable,9
,1,not strong enoughmoney wasteð,4
,1,not to the expectations,4
,2,only good not better,4
,4,the final review that almost full paisa vasool type product,10
,4,nice and sturdy,3
,5,good product at low price,5
,2,quality is very poor,4
,5,good product but very small hieghtð,6
,5,awesome productjust go for itâïâï,5
,4,very good ððð,3
,4,fixed it strongly in ð hammer then it work nicely,10
,5,awesome trust me anyone can but this bookshelf,8
,5,really satisfied with the product,5
,5,worth the money satisfied completely,5
,5,nice and strong material delivered in time,7
,5,best for book shelf,4
,4,ok nice one,3
,5,this product advantageable for me,5
,5,very good easy to install,5
,1,too poor as shown in picture not suitable for books,10
,1,ptoducts is worthless,3
,5,looks cute 100 recommend,4
,2,very difficult to assemble,4
,5,very much compatible for students,5
,4,i like it,3
,4,good product ðð,3
,5,product is awesome ð,4
,5,beautiful and very very good just go for it,9
,3,not much expected but its ok,6
,5,this product is very beautiful and useful ðâï,8
,5,really nice âºïâºïð,3
,5,awesome product thanks flipkart,4
,5,very nice ð good,4
,5,such a good thing im fully satisfied with this product,10
,5,good product nice standâºï,4
,3,weak and shaky,3
,1,very thin ðºðºðºi dont expect this type of waste product,10
,1,product quality is very bad,5
,1,very bad product again and again it is losing,9
,2,not easy to assemble,4
,1,quality not good poor finishing,5
,5,strong and usefulðsave lot of space,6
,4,i am satisfied,3
,5,meet my expectation,3
,5,slightly costly but its good,5
,5,super product thanks to flipcart,5
,4,good qualityeasy to fit,4
,5,sturdy very nice product worth buying,6
,4,okayish product hard to fix and gets disconnected soon,9
,4,nice protect but it is not worth for rs 999,10
,5,good product awesome ð,4
,5,product is nice strong in this price good one,9
,5,good worthy for money,4
,5,ok its good item,4
,4,build quality is great all over good product,8
,2,it is a average product,5
,3,quality is ok ok type,5
,5,very nice quality,3
,5,nice product i very happy thanks flipkart âºïâºïâºïâºï,8
,4,strong ðª product,3
,5,good product ðð go for it,6
,1,waste of money dnt buy cery weak,7
,4,product is good but price may be high,8
,5,its good for books,4
,3,quality is not good value for money,7
,5,very nice product worth4 money,5
,4,osum must go through,4
,4,nyc product according to price,5
,2,not useful very bad,4
,3,not as expected,3
,4,very good product usable,4
,4,products is good,3
,5,nice product ð,3
,4,good product ð,3
,4,product is highly recommendeasy to install,6
,5,strong enough to carry load,5
,3,good but the rod ar only of steel,8
,5,this is nice product,4
,5,product is as described and its easy to assemble too,10
,2,product is good but fibre is not good,8
,3,not bad but not good,5
,4,good goods for light weight ð,6
,5,very good quality ðððð,4
,5,volue for money,3
,3,not very good,3
,5,worthy for money,3
,4,very good product but slightly shake it,7
,4,a good finisheasy to assemble,5
,5,best thing in this price range,6
,5,very good product useful value for money,7
,2,not as expected not so good,6
,5,best product value for money,5
,1,good but not satisfied this product ðððð,7
,5,worth buying â,3
,5,good and useful product,4
,4,product is very good,4
,5,v v v v nice,5
,3,use very low weight books and material,7
,2,not as expected,3
,5,i like this product very much,6
,5,nice product yrrr go for it,6
,3,its okay space saved,4
,3,one pipe found crack and overall not as per expectation,10
,5,very useful product,3
,5,super ð super ðð,4
,5,best product in this rangeðð¼,5
,5,nice product must buy,4
,1,very bad product and very small size delicated,8
,5,best choice ðððsuper qualityand best fittingosm niceððð,7
,3,not so sturdy but good rack for multipurpose usage,9
,5,looking gorgeous ð,3
,1,very bad product dont buy anyone,6
,5,goodbut price is high,4
,4,it s good in this cost,6
,5,good product ð,3
,3,quality is avarage àà,4
,4,very useful product,3
,1,its very very poor,4
,4,good product for some extra space,6
,3,good but light weight,4
,3,good quality product,3
,5,very nice organiser,3
,5,superb product must buy,4
,2,not good ok,3
,5,awesome productððððððððmust buyð³ð³ðððððð,3
,5,very good item,3
,4,good product cheap and best,5
,5,excellent product with excellent delivery,5
,5,good product for storage book and other,7
,1,not perfect for the this cost,6
,5,its good rack,3
,4,can buy for this price,5
,3,product is good but price is too much,8
,3,not bad medium quality not so super or very bd,10
,1,very bad quality,3
,5,good product till not placed anything seems strong,8
,2,one rod is missing rest everything is ok,8
,2,not so good product please improve quality,7
,1,should have less gap and have more strenght,8
,4,good product ð,3
,5,best book shelve available on internet,6
,4,nice and sturdy does the job,6
,5,super one standed quality owesome,5
,4,very nice product value for money,6
,4,over all good,3
,4,nice product ðððð,3
,1,very very poor,3
,1,very bad product it is a complete waste of money,10
,5,very strong and comfortable for many use,7
,3,product is good and product price is bad,8
,5,a bit priceybut other than that its perfect,8
,4,took whole day to assemble,5
,5,very good product,3
,5,im fully satisfied very useful for students,7
,3,average not fix properly,4
,5,very good product,3
,3,quite unstable after assemble,4
,5,really good quality we loved it,6
,4,better useful for bachelors and students as study purposeðð,9
,5,very nc product for book keeping i love it,9
,5,go for itvery nice,4
,4,tq u flipkart for this,5
,5,good product nice,3
,5,nice but not to good strong,6
,5,very useful product i love it tq flipkart,8
,5,sturdy and perfect for keeping the books,7
,4,super product very use full and low weight only,9
,1,useless productwaste of money,4
,4,liked it very useful for storage,6
,3,value is too high in this product,7
,3,very nice product,3
,4,worth of money,3
,5,i like it,3
,5,good quality at a cheapest pricegoid build qualitylove it,9
,4,good for only books,4
,5,useful to my office room,5
,5,i love it âï,4
,5,its nicei loved itð,4
,5,gud at this price,4
,5,its an amazing shelf ð,5
,4,nice and value for mony,5
,4,overall product was good,4
,4,a better product,3
,2,not so good,3
,5,tjank u soo much for full filling my need,9
,1,it stays shaky quality not so strong,7
,4,good one for all the students,6
,5,very easy to assemble and good for books storage,9
,5,super super super,3
,4,this product is good very strong âï,7
,5,god products easy asamball,4
,4,it is good but should be cheaper,7
,1,waste product dont loss money,5
,3,product is very good ð ð,6
,5,spr quality value for money tanku flipcart,7
,5,very good design must buy for students,7
,4,must buy good product,4
,5,very nice product âï,4
,5,good product i am happy to bought it,8
,5,very useful thank you flipkart,5
,3,quality is not so good,5
,4,quality is very good,4
,4,overall a good product,4
,5,good to keep books,4
,5,vary good ð,3
,4,easy to assemble ðª and quality is good enough ðð,10
,3,quite durable but not movable ð,6
,5,book shelf v nice,4
,4,it was a good product,5
,5,keeping clothes toysbooks of my kidsits usefulcan keep light weight,10
,1,not well assemble,3
,1,worst some parts were missing,5
,5,really a good thing,4
,5,as expected very good product,5
,4,good product ð cooperative delivery agent thanks,7
,2,pathetic quality of plastic,4
,4,i loved this product thanks flipkart,6
,5,excellent ð happy customer,4
,2,so so quality,3
,3,the product is good,4
,4,product is very good but packaging is not good,9
,1,not worth money this product,5
,2,not a good quality,4
,5,ok for keeping small nd less number of books,9
,5,received all and its good,5
,5,very nice product,3
,5,good product easy to assemble suitable for books good quality,10
,3,not so good,3
,4,its ok for light weight like clothes,7
,4,nice product ðð,3
,2,thin item than before,4
,3,not worth the money,4
,5,looks sturdy enough,3
,5,good product but price is more,6
,5,wow superb nice product useful ð thank you ð,9
,2,not so good,3
,5,i love this bookshelf,4
,5,wow super nice ððð good product very nice ððð,9
,2,very poor item,3
,1,vary bad quality ðð,4
,4,nice productfor for itif u have enough money,8
,5,very useful products,3
,5,according to the price it is good ð,8
,3,nice study table thanks flipkart,5
,3,its ok type product,4
,5,product is very nice easy to fix,7
,3,according to the product the price is very high,9
,5,good quality products,3
,4,nice product ðð ii liked it thanks flipkart,8
,5,very nice ððð,3
,4,it is good can be better,6
,5,good and useful best products in this range,8
,4,nice one not bad,4
,3,nice but not good,4
,5,its good if compair with price its taking load also,10
,3,not for heavyweight,3
,5,thanks flipkart for help me in study,7
,4,value of maney and nice product,6
,5,very good quality product,4
,5,gud for books and shoes,5
,5,nice product for putting things and save many space,9
,5,very nice product but the price is high,8
,5,its good for work 1year,5
,3,its good but very light,5
,5,very nice loved it,4
,3,just average build quality does the work,7
,5,very good ðððððððð,3
,5,really a great product ð ð ð,7
,4,worth of money,3
,5,so so so beautiful,4
,4,okay for the price point does its job well,9
,3,quality is not good as expected,6
,5,best product thankyou flipkart,4
,4,great product for students,4
,5,its a awesome product êìíëë flipkart,6
,5,worth for money,3
,5,awesome productjust love it value for money âïâï,8
,5,really nice n very strong highly recommend to buy it,10
,5,good book selves heavy duty,5
,5,very good product,3
,4,his is good,3
,5,very good product,3
,5,mind blowing product,3
,5,cant thank you enough flipkartn go fr it buyersð¼,9
,1,low quality plastic and metal,5
,1,its shaking rods are coming out,6
,1,very bad product,3
,3,material quality is not so good but ok,8
,5,very nice product worth buying it ð,7
,5,good quality product,3
,2,local item not recommended,4
,3,bit costly over all useful,5
,1,it not fixed properly,4
,4,value for money,3
,5,very good nd helpful,4
,5,its very nice ð,4
,4,price is bit high otherwise good quality,7
,3,nice table and essay to assemble,6
,5,must buyits amazing,3
,4,as expected thanks,3
,1,worst product received everðððdifficult even align it,7
,5,good product ððits a real steel products,7
,2,useless itempls dont foolish to other people,7
,5,super perfectly feeting,3
,3,iam not happy poor quality not assemble properly,8
,1,very bad stand have broken,5
,4,very useful for bachelors,4
,5,best of the market in this price,7
,3,ok type product you can go for it,8
,1,worst product money loss,4
,5,very very useful n worth every single penny,8
,1,very bad product total west of money,7
,1,quality is bad,3
,5,very good product,3
,4,its good product,3
,4,good one ðð,3
,4,very useful and strong i am happy ð,8
,4,i like this product very nice product,7
,5,very very good,3
,5,its too good u can buy itâð,7
,5,exactly like the picture great quality,6
,5,received aa described on the product page go for it,10
,5,superb product ðð,3
,1,totally waste of money not fitting properly,7
,5,value for money,3
,1,very very bad qulity,4
,1,very bad product dont buy it,6
,3,this one is good,4
,4,good product ð,3
,5,nice product super,3
,3,just ok value for money,5
,5,nice and strong,3
,5,product was good but delivery takes almost 19 days,9
,5,very good product,3
,5,veri nice hummm full,4
,5,good product ðð,3
,4,at this price range product is really amazing ð,9
,5,good productyou can go for it,6
,4,very good product we are very happy with thisà,9
,5,very nice product,3
,4,good items in such price,5
,3,good useful item,3
,5,very good product,3
,5,good productgo for it,4
,4,good for students,3
,4,nice all ok but not heavy use,7
,3,fantastic space saving too good,5
,4,most be in every ones house,6
,5,its just owsme good than expected,6
,1,this is much expensiveðð,4
,4,good product but some metal piece are of different size,10
,5,nic quality and rods are also strong,7
,5,very nice product,3
,5,nice ð i liked this,5
,5,book almirah is very nice ðððð,6
,5,out standing productðððð without hasitation you can buy,8
,3,metal is not so good,5
,5,im totally satisfied this product,5
,3,quality is not good,4
,5,paisa wasool product h ji,5
,5,thank you filpkart for a amazing product â,8
,5,very good product totally satisfied âï,6
,5,best to the price,4
,5,very nice and sturdy,4
,4,all purpose rack,3
,5,good product âºï,3
,4,very good but price is high,6
,4,good quality product,3
,5,build quality was nice,4
,4,worth the price,3
,5,thanks for flipkart,3
,5,best item at low price,5
,4,ok it was,3
,5,good product ð,3
,2,product is not worth quality very poor,7
,4,nice packagingit is a good bookshelf,6
,4,very valuable ð,3
,2,low quality pipes,3
,5,comfortable and elegant,3
,5,very useful product,3
,3,average product not very good,5
,3,pipes r too thin but ok product,7
,4,is it need to install,5
,1,no used west product,4
,4,best one to store in proper way ð,8
,4,very nice product,3
,5,nice suitable for study,4
,5,nice productâïthank you flipkart ð,5
,5,alhamdolillah and mashallah for everything,5
,5,awesome product ððð,3
,1,very very poor quality plz dont buy,7
,2,bad study tableits pipes doesnot fix priperlywaste of money,9
,5,good product thank you filpkart,5
,4,good onefor 2 people to keep things,7
,5,very good product,3
,5,strong enough to put all things,6
,5,excellent good quality easy installation,5
,5,good and usefully,3
,5,good product ð thanks flipkart,5
,3,k metal rod quality is not gud its already bend,10
,5,nice and best good,4
,5,best in price that price,5
,5,nice one ð dilevery also good,6
,5,nice and wonderful ðððð metal,5
,3,product is costly comparison to look,6
,5,its a very good productâï,5
,5,very good quality loved it,5
,1,worst product i have ever bought from flipkart,8
,4,product is good ðððð,4
,5,nice onereceived as i aspected thanks you,7
,5,good quality products must buy,5
,1,damaged good for nothing product,5
,3,good but not upto discribed measures,6
,4,good product easy to assemble has decent strength,8
,5,superb good quality,3
,2,side connectors not good quality pipes ok,7
,4,good and simple but the price need less,8
,5,nice product satisfied with the product,6
,5,this item is awesome very useful for house,8
,1,very poor quality waste of money,6
,5,very good and sturdy,4
,1,not strong very delicate,4
,4,very good product and tuff as well,7
,5,i liked this product,4
,3,nice qualities is best but small size,7
,4,good product but price is little more,7
,5,good product but please check the quality,7
,4,its gd okk,3
,4,cheap and best product,4
,5,super book rack,3
,2,didnt got a last plastic piece,6
,3,product is good but so costly,6
,4,good but very flexible,4
,4,best in market,3
,5,best quality and very handyeasy for transferable people,8
,4,superb quality and durable with much spacious,7
,5,good product ðð,3
,3,quality not as expected,4
,3,not good plastic is weak,5
,5,superb easy to shift and manage,6
,1,bad product kam nickl,4
,5,very good product,3
,2,items is not good,4
,5,good product no need to doubt about the product,9
,4,its very nice spacious and stable,6
,5,good qualitycan hold a decent weight,6
,4,does the job of book shelf,6
,4,very nice and useful one thanks flipkart ððð,8
,4,good quality ð,3
,5,nice look but expensive albeit i have given 5 star,10
,5,very very nice,3
,5,good produced ðððð,3
,3,the blue parts are plastic otherwise good product,8
,5,best one easy to assemble,5
,1,very bad some items are missed,6
,5,very nice product,3
,5,good quality product,3
,3,not havey but good light weight,6
,5,blue colour is beautiful,4
,1,not good waste money,4
,5,good product with strong parts,5
,5,nice product perfect timings of delivery,6
,3,very nice ð,3
,5,very good product,3
,3,perfect bt some costly,4
,2,very difficult to assemble the pieces,6
,5,product is good,3
,2,the parts dont fit properly and its wobbly,8
,5,bookshelf is very useful,4
,1,the tubes does not fit properlyð,6
,5,very good sturdy,3
,5,very nice productðâï,3
,5,very nyc rack im happy with it,7
,1,quality is not good,4
,5,good immersive and useful for kitchen rack,7
,5,just awesome ðthanks flipkart,4
,4,im satisfied with this product,5
,1,not good very weak,4
,2,not good product,3
,4,really very useful and good product value of money,9
,5,the delivery boy is so good,6
,5,nice productworth of money,4
,3,not so good,3
,1,waste of money,3
,1,very poor quality ðð,4
,1,waste of money,3
,4,super worth for price,4
,4,very good product,3
,5,nice product thanks flipkart for this amazing product ðððððâïâïâïâïðððð,9
,5,it was awesome,3
,5,i very happy with the product,6
,5,very good product,3
,2,plastic is very bad,4
,5,i like the quality and the strength,7
,5,very useful and its so good i m very happy,10
,5,its a superb product thanks for fast deliveryð,8
,5,satisfied with the product,4
,3,finishing of bars ms rods are not good,8
,4,does the purpose very well,5
,3,it was good use hammer to fix,7
,4,good product but not bad,5
,5,itz super awesome and worth money ð,7
,5,excellent quality with delivery,4
,5,good quality material,3
,4,its good product,3
,5,super super n happy,4
,5,good for below rs500,4
,5,gud product awesome,3
,4,best for books and other,5
,4,product is good but price should be reduced,8
,5,nice product satisfiedð,3
,5,super proudct loved it,4
,5,awesome perfect for my books ð,6
,4,fitting problem rode size small,5
,5,its good and osm product,5
,4,very nice product ð,4
,1,not worth for money,4
,5,good book shelf,3
,1,waste of money,3
,5,good product recommend to buy,5
,1,bad quality product,3
,2,so bad cannot carry heavy load and light load too,10
,3,nice and love it,4
,5,the product is very good thanks flipcart,7
,4,nine product very helpful,4
,2,not a good quality,4
,1,wont be recommending to anyone cheap quality worst shelve,9
,5,very useful ððð,3
,3,not upto expectations not a good book shelf,8
,5,excellent product fit and finish is too good,8
,2,not fitting properly,3
,5,niceits too goodvery helpful,4
,4,very good product but expensive,5
,5,thank u so much fk,5
,5,nice and sturdy rack,4
,1,very bad produst quality ððððð,5
,5,very nice and strong,4
,5,awesome producti did it within 30minwithout anyones help,8
,5,good oneordered anotherarriving today,4
,2,quality could be much better,5
,3,worth it ð,3
,3,good but there were cracks in the metal rods,9
,5,its very good item,4
,5,just buy it,3
,1,very worst product,3
,5,very good product,3
,5,am happy wd d material,5
,2,according to price very light wight,6
,5,really goodam soo happy,4
,4,nice product k,3
,5,nice product in this price range,6
,5,well quality material best product,5
,4,go for it useful product,5
,5,l am happy,3
,3,bad quality nat satisfaction,4
,5,good product but high price,5
,5,great shelf for books,4
,5,supar products in the market,5
,5,my item was damaged when i one it,8
,1,no one should buy it,5
,5,i am happy,3
,3,average quality considering the price,5
,3,not bad just ok,4
,1,not at all good,4
,5,best quality im happy,4
,4,gud nice product,3
,3,ok ok product,3
,3,poor quality not bad,4
,1,poor qualityno strong,3
,5,very nice product,3
,4,good in lowest pricenice product,5
,3,economic and dont except muchok for wat v pay,9
,5,nice ð must buy,4
,2,just ok not so strong not well balanced,8
,4,good product installation was difficult,5
,3,rate bit highproduct is good,5
,5,use ful product,3
,4,quality of the metal and clip board are so good,10
,4,happy vert nice product,4
,2,product was damaged,3
,4,amazing product âºï,3
,5,go for it osm product value for money,8
,5,ððððððvery good thanks flipkardððð,4
,3,its ok not very good,5
,3,quality is not good,4
,4,some more strength required,4
,4,product is good but price is high,7
,5,worthy of money nice product by flipkart,7
,5,very nice product,3
,5,delevery boy handed me the product with beautiful smileð,9
,1,very poor product and very costly,6
,4,good product ð,3
,5,nice productsolved the purpose,4
,4,good go for it ð,5
,5,very good product for this price quality is also good,10
,1,third class quality,3
,5,very nice product,3
,4,good and easy to assemble,5
,1,waste of money,3
,5,best item worth for money paid,6
,5,very useful and cheapest price,5
,3,quality average but useful,4
,5,mindblowing fantastic and beautiful,4
,4,vry nicego fr it,4
,1,dont buy it,3
,5,excellent ð go to buy i suggest,7
,5,one of the best,4
,1,item shortage not proper assembled,5
,3,quality is okayingweak body,4
,4,manageable but not like that what is mentioned in specification,10
,4,nice product i am happy for this,7
,4,product good but price wise very high,7
,4,very good product and good delivery,6
,5,ohh v good,3
,3,should be little sturdy rest all ok,7
,5,very very good product iam happyð,6
,5,wonderful productððaffordable and useful,4
,5,sturdy products good quality with this price,7
,5,very useful as a book selves,6
,5,super quality product worth money i loved it,8
,1,worst producttotally wasted,3
,5,very good product thank you to flipkart team,8
,5,good productworth buying,3
,5,super very useful product,4
,3,not a bad,3
,5,excellent productfor keeping books strong and sturdy,7
,5,the product is very nice it is op,8
,5,good and strength full,4
,5,it is premium and good,5
,1,very poor itemdnt buywaste of money,6
,1,very bad product lost of money,6
,4,initially find difficult to fix it requires assistance to fix,10
,4,good book shelf,3
,4,if put access weight it can bend,7
,5,excellent product enough space so much satisfied with this superb,10
,4,very good product,3
,4,qulity is not bad but price is lil bit costly,10
,1,bad experience pls dont buy it,6
,5,overall good go for it,5
,5,awesome product ð too much satisfied ðð,7
,4,good for shoes boxes clothes,5
,5,nice product material is good got what i wanted,9
,5,very nice product right choice thank u ðð flipcart,9
,4,its good but no so smooth,6
,5,value for moneynice product,4
,2,less than avarage quality,4
,5,product is very good,4
,5,totally worth it,3
,3,it is perfect of my demand,6
,5,good product bt something high price,6
,4,price is little higher but product is very good,9
,5,awesome go for it,4
,5,thanks to flipkart fully satisfied,5
,4,nice product thanks flipkart,4
,5,very good product,3
,5,v nice go for it,5
,5,very nice product thank you flipkart,6
,5,i am really happy with this product ð,8
,2,plastic quality is not goodpoor plastic quality,7
,5,very good product ð,4
,5,super se upar material,4
,4,iâm satisfiedthanks flipkart,3
,5,best and fantastic product,4
,5,i love it,3
,3,good choice go for it,5
,5,best product for students,4
,5,very good product,3
,3,overall product is goodbut color is not goodit will erase,10
,5,nice product thnx flip cart,5
,5,very nice product i am so happy thanks flipkartððððð,9
,4,good but more expectations,4
,2,ok not good,3
,5,superb product i like it,5
,5,value for money,3
,5,thnks flpkrt nyc prdct,4
,2,bad quality paint,3
,3,paint is dropping bad quality finishing,6
,5,liked it small but sturdy,5
,3,not good this sometimes it will broke,7
,5,nice and thnks to flipkart,5
,5,delivery boy is good person,5
,5,good product ð,3
,5,great product ð,3
,5,amazing product ððð,3
,2,product is not better,4
,5,nice product thanks flipkart,4
,5,very good product,3
,5,very good product at this price can hold many things,10
,5,worth for money,3
,3,good but price is highe rs549,6
,3,niceuse good material,3
,3,quality of matel is not good,6
,3,its good a lil hard to fix but overall good,10
,4,good products i buy this item is to goodðððð,9
,5,vary nice worth for moneyâï,5
,5,price worthy product,3
,5,good product you should need to buy,7
,3,steel rods are slightly damaged,5
,4,nice product thank u flipkart,5
,3,it was very difficult to assemble the product,8
,5,good product thanks flipkart,4
,4,got in good condition,4
,5,good design and light weight,5
,2,less strength average product,4
,5,good producti am happyððð,4
,5,a very good product for a student,7
,5,good nice very useful,4
,5,improve rod alignment but good product,6
,5,thanks i am happy,4
,4,good product in this price,5
,4,very nice productsâºïâºïâºï,3
,2,not good as per price,5
,4,good product but plastic material should be more strong,9
,4,good product but the shelef size little smallerðððð,8
,4,it is good can handle many containers,7
,4,value for money,3
,5,very nicefast deliverytq,3
,4,too small but strong,4
,4,the product is good,4
,4,as per the cost its very good item,8
,5,good quality ð,3
,5,it is stable,3
,5,its niceand good quality,4
,3,product gud but no strong,5
,5,best quality ððð,3
,5,very nice ð,3
,5,this product is very very important for every students,9
,5,satisfied with the productwe can put heavy weight books too,10
,5,useful i am using it to keep books,8
,3,not so strong,3
,4,good product usefully to study table books arranged,8
,4,quite good to keep books and clothes,7
,5,good producti am happy ððððand thanku for deliver boyðð,9
,5,so strong product,3
,5,it has served my purpose,5
,1,please dont buy,3
,2,plastic is not good it is brocken,7
,5,its helpful to keep my book,6
,5,easy to assemble n good quality,6
,5,very good product,3
,4,nice productworth of money,4
,5,i am completely satisfied after assemblyit is hold enough load,10
,1,it is worst product,4
,4,nice product good quality,4
,1,this is not varth not reach my expectations,8
,5,its nice but the price should be little less,9
,5,best product at best price go for itthanks flipkart,9
,1,worst product receivedit is totally damage,6
,5,very nice product,3
,1,do not buy this its very worst product ðð,9
,5,nice product liked it as always filpkart is the bestðððð,10
,4,good product ð,3
,1,not a good product,4
,3,very difficult to assemble the whole thing,7
,3,quality are good but product price cost high,8
,4,good product thank you flipkart,5
,4,nice product like it,4
,3,middle portion of the rack to be filled,8
,4,sticks quality is average price is high but good,9
,5,super nice productits very useful,5
,5,nice and use pull pr good,6
,5,very good very happy,4
,4,perfect for organizing books nd clothes,6
,4,its a nice productð,4
,2,actually was nt that durable,5
,4,good one rs 499,4
,2,not a good,3
,4,i like it good quality,5
,4,good but not enough strength,5
,5,very good product,3
,4,overall nice one,3
,5,good i liked it very much,6
,5,wonderful product it takes almost 30 minutes to assemble,9
,4,item is strong with good space,6
,4,quality is good installation is easy best for books racking,10
,5,i am loving it ð,5
,5,awesome product price worthy,4
,4,good product nice,3
,5,very nice product in that price range,7
,1,not good yar,3
,5,just awesome âï must buy ððð toooooo good,8
,4,nice very useful,3
,4,awesome product must buy,4
,5,happy with the product455,4
,4,nice product i am satisfied by this product,8
,5,very useful product,3
,4,nice im satisfied with this product go for it,9
,3,disappointed with the width,4
,5,perfect super strong,3
,1,pipes are not strong,4
,2,very low quality,3
,4,quality is good,3
,1,worst producti hated it,4
,5,very nice product hand delivery boys aana of humar good,10
,3,plastic materials are broken and not good,7
,5,perfect organiser strong one,4
,5,best one to select,4
,5,good but one pipe was missed,6
,5,very nice âïâï,3
,4,good but cant handle more wight more than 15 kg,10
,4,nice prodect i like item,5
,5,its just osmgreat,3
,5,an awesome product,3
,4,worth of price go for it,6
,4,nice one inough space for storage,6
,3,good but costly,3
,5,this is nice book stand,5
,5,it is very good,4
,2,very bad product never buy,5
,5,fully durable awesome product,4
,5,as expectedstrong and spaciousððð,4
,1,image size and actual size vary largely,7
,5,awesome product ðâ,3
,1,really bad product flifcart should have to ban this product,10
,4,very good product,3
,3,good heavy weight things is not good,7
,4,was expecting little bigger sizebut satisfied,6
,5,very nice product,3
,4,it was good amd reliable,5
,4,same showm as image nyc,5
,5,yes this rack holds my books well,7
,1,very poor quality,3
,4,money value product,3
,5,very nice product but colour misteck,6
,5,very good product,3
,4,nyc product âï,3
,5,worth for money,3
,5,just amazing giving 5star to this product,7
,5,very nice book shelf for students,6
,3,good product as like pic,5
,4,good concept strong,3
,2,not good for weight books,5
,1,it can not hold more weight,6
,4,good but product quality is bad,6
,2,cheap material not sturdy enough for keeping books,8
,5,nice stand good,3
,5,useful easily movable,3
,5,very nice and heardyââ,4
,4,ideal as book rack,4
,5,strongest ðð go for it,5
,3,product is good,3
,4,the book shelf is strong enough to contain the books,10
,5,very nice budget product,4
,4,basement is not strong after dat gud one,8
,5,love it âââ,3
,5,very nice strong,3
,5,good product go for it,5
,4,product is fabulous,3
,4,as expected good product,4
,5,wonderful âºï product ð,4
,1,not good as i accepted,5
,5,excellent service and good quality products,6
,5,size ta choto but overall ððð,6
,5,best metal quality durable multipurpose,5
,4,worthy nice product,3
,5,very nice product i m happy,6
,5,its good and worth buying ðð,6
,5,excellent product for me thanks flipkart,6
,4,it served my purpose,4
,1,it is going like a arch,6
,4,quality is good,3
,5,it is very nice,4
,5,very good quality in such prices,6
,3,base stand is not strong as i expected,8
,4,okay for kitchen organisation,4
,5,nice product in affordable price,5
,3,costly and small,3
,5,awesome useful and multipurpose,4
,5,sleek easy to assemble however a sketch will help,9
,4,nice product and modern look,5
,5,go for it,3
,5,good exactly as shown on the picture,7
,5,heavy and good for books and anythingððð³ð³ð³,7
,5,awesome product thanks to flipkart,5
,5,nice product strong,3
,5,good productstrong metal,3
,5,nice product n very much capable to keep weighted items,10
,1,worst productwe cant fixed correctly,5
,3,very helpfull for me,4
,5,very nice product,3
,5,its very nice,3
,5,very good product friendshappy with this purchasethanks flipkart,8
,5,same as expected,3
,5,its very very useful,4
,3,good but little bit flimsy,5
,2,very small dont buy go for something else,8
,5,am satisfied ð,3
,5,i am very happy ð,5
,5,very good product,3
,5,very good product,3
,5,such a nice productð,4
,4,nice prdct mst by nd dlvry boy alws gudðð,9
,1,please dont go for this product not at all valauble,10
,5,love this productthanks flipkart,4
,5,excellent quality and easy to install,6
,4,awesome products thank you flipkart,5
,5,very beautiful worth for money,5
,2,not enough strenthy,3
,5,product is very good,4
,5,wow nice product âºð,4
,3,dimensions are short,3
,5,nice like it âââðððððââââââââââððððð,4
,5,very useful product and quality is also good,8
,5,i received a satisfactory effectthanks,5
,5,good product worth buying,4
,5,great and i am hppy,5
,5,reached to a height of 163165cms strong and very good,10
,4,not strong enough but good in this price by,9
,5,very nice and affordable product,5
,5,super mind blowing ð,4
,5,expectetion is osm,3
,3,ok but rod not thick,5
,4,build quality is not very good but nice,8
,4,nice product by flipkart overall good experience,7
,3,very difficult to set,4
,5,excellent thing to put things,5
,4,hardy and seems that it would last long,8
,5,a very nice product,4
,5,nice product must buy,4
,5,it is perfect,3
,5,superb product ð,3
,4,ok but size smaller,4
,5,this is very biggest,4
,3,product is fine,3
,3,very gd qualityð,3
,5,value for money,3
,5,good same as picture,4
,5,good product and strong enough to hold vessels ððððððððððð,9
,5,superb product thank you flipkart,5
,4,a must buy thinglight and acquires little space,8
,5,good but not perfect,4
,4,good product must buy,4
,4,best worth for money,4
,5,strong good designnice look,4
,4,nice and useful product we like it,7
,5,nice i loved it,4
,4,super product same as show in pictures,7
,3,good qwality thanks flipkart,4
,5,very nice cost is ok,5
,5,super quality must buy,4
,5,this item is niceeee,4
,3,nice n comfortable for books,5
